Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
駐車場,停车场,この駐車場は広いですね。,这个停车场很宽敞呢。,<ruby>この<rt>この</rt></ruby><ruby>駐車場<rt>ちゅうしゃじょう</rt></ruby>は<ruby>広い<rt>ひろい</rt></ruby><ruby>ですね<rt>ですね</rt></ruby>。,<ol><li>この：指示词，表示“这个”。</li><li>駐車場（ちゅうしゃじょう）：名词，指停车场。“駐車”是停车，“場”是场所。</li><li>は：助词，提示主语（主题）。</li><li>広い（ひろい）：形容词，意为“宽敞”。</li><li>ですね：句尾表达感叹或确认（柔和语气），“ね”表示和对方确认。</li></ol>,[sound:jlpt_vocabulary_in_sentence_駐車場.mp3]
スーツ,西装,彼は黒いスーツを着ています。,他穿着黑色西装。,<ruby>彼は<rt>かれは</rt></ruby><ruby>黒い<rt>くろい</rt></ruby>スーツ<ruby>を<rt>を</rt></ruby><ruby>着ています<rt>きています</rt></ruby>。,<ol><li>彼（かれ）：指“他”，第三人称男性。</li><li>黒い（くろい）：形容词，意思是“黑色的”。</li><li>スーツ：西装（外来语suit）。</li><li>を：助词，标记动作的宾语。</li><li>着ています（きています）：是动词“着る（きる）”的ている型，表示正在穿着某物。</li><li>语法解释：“を着ています”表示某人现在穿着某种衣服。</li></ol>,[sound:jlpt_vocabulary_in_sentence_スーツ.mp3]
危険,危险,ここは危険なので注意してください。,这里很危险，请注意。,<ruby>ここ<rt>ここ</rt></ruby>は<ruby>危険<rt>きけん</rt></ruby><ruby>なので<rt>なので</rt></ruby><ruby>注意<rt>ちゅうい</rt></ruby><ruby>して<rt>して</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,<ol><li>ここ：表示“这里”。</li><li>は：提示助词，表示主题，即“这里”。</li><li>危険（きけん）：名词，表示“危险”。</li><li>なので：连接词，表示原因，用于解释前句原因，类似于“因为……所以”。</li><li>注意（ちゅうい）する：动词，表示“注意、小心”。</li><li>してください：します的命令形+ください，表示“请……”，常用的礼貌请求表达方式。</li><li>语法知识：「ので」表示原因或理由，前接简体句或名词/な形容词+なので。</li><li>文化补充：日本社会非常重视安全警告，常在公共场所看到“危険”“注意”等标识。</li></ol>,[sound:jlpt_vocabulary_in_sentence_危険.mp3]
髪,头发,妹は長い髪を持っています。,妹妹有一头长发。,<ruby>妹<rt>いもうと</rt></ruby>は<ruby>長い<rt>ながい</rt></ruby><ruby>髪<rt>かみ</rt></ruby>を<ruby>持っています<rt>もっています</rt></ruby>。,<ol><li>妹（いもうと）：妹妹。</li><li>は：主题助词，表示句子的主题。</li><li>長い（ながい）：长的，用于形容词，描述头发的长度。</li><li>髪（かみ）：头发。</li><li>を：宾语助词，表示动作的对象。</li><li>持っています（もっています）：「持つ」的ている形，表示状态的持续，这里是“拥有”的含义。</li><li>句型AはBを持っています：表示A拥有B。</li><li>日本人重视头发的护理，长发在日本文化中常被认为是美的象征。</li></ol>,[sound:jlpt_vocabulary_in_sentence_髪.mp3]
天気予報,天气预报,朝は天気予報を見てから出かけます。,早上看完天气预报再出门。,<ruby>朝<rt>あさ</rt></ruby>は<ruby>天気予報<rt>てんきよほう</rt></ruby>を<ruby>見て<rt>みて</rt></ruby>から<ruby>出かけます<rt>でかけます</rt></ruby>。,<ol><li>天気予報（てんきよほう）：天气预报。由「天気」(天气)和「予報」(预报)组成，是常用词汇。</li><li>見てから：由动词「見る」（看）て形加「から」（表示时间的先后），意思是“看了之后”。常用于表示某动作在前，后续再做另一动作。</li><li>出かけます（でかけます）：动词「出かける」的敬体形式，意为“出门、外出”。</li><li>は：主题助词，提示句子的主题“早上”。</li><li>を：宾语标记助词，指「天気予報」为动作“看”的对象。</li><li>日本有在出门前关注天气预报的生活习惯，尤其在季节变换时非常重要。</li></ol>,[sound:jlpt_vocabulary_in_sentence_天気予報.mp3]
彼女,她，女朋友,彼女は毎日図書館で勉強します。,她每天在图书馆学习。,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby><ruby>図書館<rt>としょかん</rt></ruby>で<ruby>勉強します<rt>べんきょうします</rt></ruby>。,<ol><li>彼女（かのじょ）：她、女朋友，既可指女性第三人称，也可作男女朋友中的“女朋友”。</li><li>は：助词，主题标记，表示句子的主语。</li><li>毎日（まいにち）：每天，表频率。</li><li>図書館（としょかん）：图书馆。</li><li>で：助词，表示动作发生的场所。</li><li>勉強します（べんきょうします）：动词“学习”的敬体形式。</li><li>语法点：“名词＋は＋场所＋で＋动词”表示某人（主题）在某地进行某动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_彼女.mp3]
間,间隔、期间,授業の間に少し休憩しました。,上课期间稍微休息了一下。,<ruby>授業<rt>じゅぎょう</rt></ruby>の<ruby>間<rt>あいだ</rt></ruby>に<ruby>少し<rt>すこし</rt></ruby><ruby>休憩しました<rt>きゅうけいしました</rt></ruby>。,<ol><li>授業（じゅぎょう）：课程、上课。</li><li>の：助词，表示所属或连结上文和下文。</li><li>間（あいだ）：表示时间段，指『期间、期间中』。</li><li>に：格助词，表示动作发生的时间、场所等。</li><li>少し（すこし）：副词，意为『稍微、一点』。</li><li>休憩しました（きゅうけいしました）：休憩（きゅうけい，休息）的「する」动词敬体过去式，表示『休息了』。</li><li>语法点：「Aの間にB」表示在A这一段时间里，发生了B事情。</li></ol>,[sound:jlpt_vocabulary_in_sentence_間.mp3]
卒業,毕业,彼は来月大学を卒業します。,他下个月将从大学毕业。,<ruby>彼は<rt>かれは</rt></ruby><ruby>来月<rt>らいげつ</rt></ruby><ruby>大学を<rt>だいがくを</rt></ruby><ruby>卒業します<rt>そつぎょうします</rt></ruby>。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>来月（らいげつ）：下个月，表示未来时间。</li><li>大学（だいがく）：大学，高等教育机构。</li><li>を：宾格助词，标明动作的对象。</li><li>卒業します（そつぎょうします）：动词「卒業する」的敬体形式，意思为“毕业”。</li><li>语法结构：动词ます形+。表示敬体叙述。</li></ol>,[sound:jlpt_vocabulary_in_sentence_卒業.mp3]
それで,所以,昨日は雨でした。それで出かけませんでした。,昨天在下雨。所以我没出门。,<ruby>昨日<rt>きのう</rt></ruby>は<ruby>雨<rt>あめ</rt></ruby>でした。それで<ruby>出かけ<rt>でかけ</rt></ruby>ませんでした。,<ol><li>昨日（きのう）：昨天，表示时间。</li><li>は：提示助词，表明主语。</li><li>雨（あめ）：雨，天气名词。</li><li>でした：是……了，表示过去肯定。</li><li>それで：连词，表示因果顺承，相当于“所以”。</li><li>出かけませんでした：动词“出かける”（外出）的否定过去形，表示“没有出门”。</li><li>语法点：“それで”用在承接前句原因，表达“因此，所以”的意思，用于口语和书面语。</li></ol>,[sound:jlpt_vocabulary_in_sentence_それで.mp3]
枝,树枝,桜の枝に花が咲きました。,樱树的树枝上开花了。,<ruby>桜<rt>さくら</rt></ruby>の<ruby>枝<rt>えだ</rt></ruby>に<ruby>花<rt>はな</rt></ruby>が<ruby>咲きました<rt>さきました</rt></ruby>。,<ol><li>桜（さくら）：樱花树。</li><li>の：表示所属、连接前后名词，意为“……的”。</li><li>枝（えだ）：树枝、分枝。</li><li>に：表示动作的发生地点，译为“在……上”。</li><li>花（はな）：花朵。</li><li>が：主格助词，标明主语“花”。</li><li>咲きました（さきました）：“咲く”的ます形过去式，意思是“开了”，表达花开放。</li><li>句子结构：“AのBにCが咲く”表示C（如花）在A的B（如枝）上开放。</li></ol>,[sound:jlpt_vocabulary_in_sentence_枝.mp3]
専門,专业,彼は経済を専門にしています。,他以经济为专业。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>経済<rt>けいざい</rt></ruby>を<ruby>専門<rt>せんもん</rt></ruby>に<ruby>しています<rt>しています</rt></ruby>。,<ol><li>彼（かれ）：他，指男性。</li><li>経済（けいざい）：经济。</li><li>専門（せんもん）：专业。指某人专门研究或从事的领域。</li><li>〜を専門にする：「以……为专业」。“を”是宾格助词，“にする”表示将前面的名词作为对象来进行某种活动。</li><li>しています：是「する」的现在进行时，表示某种状态持续中。</li><li>这句话的结构为「Aを専門にする」，常用于说明个人的专业领域。</li></ol>,[sound:jlpt_vocabulary_in_sentence_専門.mp3]
そろそろ,差不多该,そろそろ帰りましょう。,我们差不多该回去了。,そろそろ<ruby>帰り<rt>かえり</rt></ruby>ましょう。,<ol><li>そろそろ：副词，表示“差不多该……”、“快要……了”，用于预示行动即将开始或某事即将发生。</li><li>帰りましょう：「帰る（かえる）」是“回去、返回”，其ます形为「帰ります」，「〜ましょう」为意志形，表示一起做某事的提议。全句表示“我们差不多该回去了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_そろそろ.mp3]
送る,送，寄,母に手紙を送る。,给母亲寄信。,<ruby>母<rt>はは</rt></ruby>に<ruby>手紙<rt>てがみ</rt></ruby>を<ruby>送る<rt>おくる</rt></ruby>。,<ol><li>母（はは）：母亲。</li><li>に：表示动作的对象，这里是“给母亲”。</li><li>手紙（てがみ）：信件。</li><li>を：宾格助词，表示动作的对象，这里是“信件”。</li><li>送る（おくる）：动词，表示“寄送、送达”。</li><li>句型：AにBを送る，表示“把B寄给A”或“送给A B”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_送る.mp3]
あげる,给，送,友達にプレゼントをあげる。,送朋友礼物。,<ruby>友達<rt>ともだち</rt></ruby>にプレゼントを<ruby>あげる<rt>あげる</rt></ruby>。,<ol><li>友達（ともだち）：朋友。</li><li>に：表示动作的接受对象，相当于中文“给……”的“给”。</li><li>プレゼント：礼物，外来语。</li><li>を：宾格助词，标明动作的对象。</li><li>あげる：动词，表示“给，赠送”（将某物给别人，通常说话人为赠与方或同一阵营）。</li><li>句型“〜に〜をあげる”：给某人某物。</li></ol>,[sound:jlpt_vocabulary_in_sentence_あげる.mp3]
騒ぐ,吵闹,子供たちが教室で騒いでいます。,孩子们在教室里吵闹。,<ruby>子供たち<rt>こどもたち</rt></ruby>が<ruby>教室<rt>きょうしつ</rt></ruby>で<ruby>騒いで<rt>さわいで</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>子供たち（こどもたち）：孩子们。「子供」是孩子，「たち」表示复数。</li><li>が：主格助词，表示主语。</li><li>教室（きょうしつ）：教室、课堂。</li><li>で：表示动作发生的场所。</li><li>騒いで（さわいで）：「騒ぐ」的て形，表示正在发生的动作。</li><li>います：「いる」的敬体，表示某动作正在进行。「〜ている」用法说明：动词て形后接「いる」表示动作的进行或状态的持续。</li></ol>,[sound:jlpt_vocabulary_in_sentence_騒ぐ.mp3]
