Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
並ぶ,排列，排队,学生たちが教室の前に並んでいる。,学生们在教室前面排队。,<ruby>学生<rt>がくせい</rt></ruby>たちが<ruby>教室<rt>きょうしつ</rt></ruby>の<ruby>前<rt>まえ</rt></ruby>に<ruby>並んで<rt>ならんで</rt></ruby>いる。,<ol><li>学生たち：「学生」(がくせい)意为学生，「たち」是复数助词，表示多个学生</li><li>並んでいる：「並ぶ」(ならぶ)的て形+「いる」，表示正在进行的状态，意为「正在排队/排列着」</li><li>教室の前に：「教室」(きょうしつ)意为教室，「の」表示所属关系，「前」(まえ)意为前面，「に」表示位置，整体意为「在教室的前面」</li><li>文化背景：日本学校中学生排队是很常见的场景，体现了日本社会重视秩序和集体行动的文化特点</li></ol>,[sound:jlpt_vocabulary_in_sentence_並ぶ.mp3]
並べる,排列，摆放,本を棚に綺麗に並べる。,把书整齐地摆放在书架上。,<ruby>本<rt>ほん</rt></ruby>を<ruby>棚<rt>たな</rt></ruby>に<ruby>綺麗<rt>きれい</rt></ruby>に<ruby>並べる<rt>ならべる</rt></ruby>。,"<ol><li>本（ほん）：书，作为句子的直接宾语，后接宾格助词「を」</li><li>を：宾格助词，表示动作的直接对象</li><li>棚（たな）：书架，后接方向助词「に」表示动作的目标位置</li><li>に：方向助词，表示动作的方向、目标或场所</li><li>綺麗に（きれいに）：副词形式，表示""整齐地""的状态，修饰动词「並べる」</li><li>並べる（ならべる）：一段动词，基本形，意思是""排列、摆放""，表示有规律地放置物品</li><li>句型结构：「物＋を＋場所＋に＋状态＋動詞」，这是日语中表示""将某物以某种状态放置在某处""的基本句型</li></ol>",[sound:jlpt_vocabulary_in_sentence_並べる.mp3]
なる,成为，变成,桜が咲いて、春になりました。,樱花开了，春天到了。,<ruby>桜<rt>さくら</rt></ruby>が<ruby>咲<rt>さ</rt></ruby>いて、<ruby>春<rt>はる</rt></ruby>になりました。,<ol><li>桜（さくら）：樱花，春天的象征性花朵</li><li>が：主格助词，标示主语「桜」</li><li>咲いて（さいて）：动词「咲く」（开花）的て形，表示动作的完成和状态的持续</li><li>春（はる）：春天，季节名词</li><li>になる：「に」+「なる」构成固定搭配，表示「变成～」「成为～」的意思，这里「なる」是自动词，表示自然的变化</li><li>ました：丁寧语过去时助动词，表示已经完成的动作，语气礼貌</li><li>语法要点：「Aになる」是日语中表示变化的重要句型，强调自然发生的状态转换</li><li>文化背景：日本人非常重视季节变化，樱花盛开是春天到来的重要标志，具有深厚的文化意义</li></ol>,[sound:jlpt_vocabulary_in_sentence_なる.mp3]
何～,什么～，多么～,何て美しい花でしょう。,多么美丽的花啊。,<ruby>何<rt>なん</rt></ruby>て<ruby>美<rt>うつく</rt></ruby>しい<ruby>花<rt>はな</rt></ruby>でしょう。,<ol><li><strong>何て</strong>（なんて）：感叹词，表示「多么～」「何等～」的意思，用于表达强烈的感情，多用于惊讶、赞叹等场合。</li><li><strong>美しい</strong>（うつくしい）：い形容词，意为「美丽的」「漂亮的」，修饰名词「花」。</li><li><strong>花</strong>（はな）：名词，意为「花朵」。</li><li><strong>でしょう</strong>：敬语表现，相当于「だろう」的敬语形式，表示推测或征求同意，在感叹句中增加语气的柔和感。</li><li><strong>语法结构</strong>：「何て＋形容词＋名词＋でしょう」是典型的感叹句型，表达对某事物的强烈感叹和赞美之情。</li></ol>,[sound:jlpt_vocabulary_in_sentence_何～.mp3]
二,二；第二,二番目の電車に乗りました。,我坐了第二班电车。,<ruby>二<rt>に</rt></ruby><ruby>番目<rt>ばんめ</rt></ruby>の<ruby>電車<rt>でんしゃ</rt></ruby>に<ruby>乗り<rt>のり</rt></ruby>ました。,"<ol><li>「二」(に)：数字的二，在这里表示第二的意思</li><li>「番目」(ばんめ)：表示顺序的后缀，相当于中文的""第...个""</li><li>「の」：连体助词，连接修饰语和被修饰语</li><li>「電車」(でんしゃ)：电车，日本常见的交通工具</li><li>「に」：格助词，表示动作的对象或方向</li><li>「乗る」(のる)：动词""坐、乘""的过去时敬语形「乗りました」</li><li>这句话展现了日语中表达顺序的典型用法：数字+番目，是日常会话中的常用表达</li></ol>",[sound:jlpt_vocabulary_in_sentence_二.mp3]
にぎやか,热闹的,祭りの会場はとてもにぎやかだった。,祭典会场非常热闹。,<ruby>祭り<rt>まつり</rt></ruby>の<ruby>会場<rt>かいじょう</rt></ruby>はとてもにぎやかだった。,<ol><li>祭り（まつり）：节日、祭典。日本有很多传统节日，如夏祭、秋祭等，通常伴随着各种庆祝活动。</li><li>の：格助词，表示所属关系，连接「祭り」和「会場」。</li><li>会場（かいじょう）：会场、场地，指举办活动的地点。</li><li>は：主题助词，标示句子的主题「祭りの会場」。</li><li>とても：副词，表示程度很高，相当于「非常」「很」。</li><li>にぎやか：形容动词（な形容词），表示热闹、繁华的状态。修饰场所时常用来描述人多、活跃的氛围。</li><li>だった：断定助动词「だ」的过去式，表示过去的状态。整句使用过去时态，描述当时祭典会场的热闹情景。</li></ol>,[sound:jlpt_vocabulary_in_sentence_にぎやか.mp3]
肉,肉,今日は肉を食べたいです。,今天想吃肉。,<ruby>今日<rt>きょう</rt></ruby>は<ruby>肉<rt>にく</rt></ruby>を<ruby>食<rt>た</rt></ruby>べたいです。,"<ol><li>今日（きょう）：表示""今天""的时间名词，在句中作时间状语</li><li>は：主题助词，标示句子的主题，这里标示时间""今日""为话题</li><li>肉（にく）：名词，表示""肉类""，在句中作动词""食べる""的宾语</li><li>を：宾格助词，标示动作的直接对象，连接宾语""肉""和动词""食べる""</li><li>食べたい（たべたい）：动词""食べる""（吃）的意志形，表示""想要吃""的愿望。构成：动词词干+たい</li><li>です：敬语助动词，表示礼貌语气，相当于""是""，使整个句子变得正式礼貌</li></ol>",[sound:jlpt_vocabulary_in_sentence_肉.mp3]
西,西,西の空が赤く染まっている。,西边的天空被染成了红色。,<ruby>西<rt>にし</rt></ruby>の<ruby>空<rt>そら</rt></ruby>が<ruby>赤く<rt>あかく</rt></ruby><ruby>染まっ<rt>そまっ</rt></ruby>ている。,<ol><li><strong>西（にし）</strong>：表示方位的名词，意为「西方、西边」。在日语中，四个基本方位为东（ひがし）、西（にし）、南（みなみ）、北（きた）。</li><li><strong>の</strong>：连体助词，表示修饰关系，这里「西の空」表示「西边的天空」。</li><li><strong>空（そら）</strong>：名词，意为「天空」。</li><li><strong>が</strong>：主格助词，标示主语「西の空」。</li><li><strong>赤く（あかく）</strong>：い形容词「赤い」的副词形，通过将词尾「い」变为「く」构成，用来修饰动词「染まる」。</li><li><strong>染まっている</strong>：动词「染まる」（被染色）的现在进行时态。「染まる」是自动词，表示「被染成某种颜色」。「ている」形表示状态的持续。</li><li><strong>文化背景</strong>：这句话描述的是典型的日落景象。在日本文化中，西边天空在傍晚时分被夕阳染红是很常见的自然现象，也经常出现在文学作品中作为美景描写。</li></ol>,[sound:jlpt_vocabulary_in_sentence_西.mp3]
日曜日,星期日,日曜日に家族と映画を見ます。,星期日和家人一起看电影。,<ruby>日曜日<rt>にちようび</rt></ruby>に<ruby>家族<rt>かぞく</rt></ruby>と<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>ます。,<ol><li><strong>日曜日（にちようび）</strong>：表示星期日，是一周七天中的最后一天。在日本，星期日通常是休息日，很多商店和公司都会休息。</li><li><strong>に</strong>：时间助词，表示动作发生的具体时间。用在时间词后面，如「月曜日に」「3时に」等。</li><li><strong>家族（かぞく）</strong>：指家庭成员，包括父母、兄弟姐妹等。与「家族」相对的词是「他人」。</li><li><strong>と</strong>：表示「和、与」的助词，连接两个名词表示共同行动的对象。如「友达と」「先生と」等。</li><li><strong>映画（えいが）</strong>：电影的意思。日本电影文化非常发达，有很多著名的电影导演如黑泽明、宫崎骏等。</li><li><strong>を</strong>：格助词，表示动作的直接对象。在「映画を見る」中，「映画」是「見る」这个动作的对象。</li><li><strong>見ます</strong>：「見る」的礼貌形，表示「看」的动作。「ます」是动词的礼貌形词尾，用于正式场合或对长辈说话。</li></ol>,[sound:jlpt_vocabulary_in_sentence_日曜日.mp3]
荷物,行李，包裹,重い荷物を持って駅まで歩いた。,拎着重重的行李走到了车站。,<ruby>重<rt>おも</rt></ruby>い<ruby>荷物<rt>にもつ</rt></ruby>を<ruby>持<rt>も</rt></ruby>って<ruby>駅<rt>えき</rt></ruby>まで<ruby>歩<rt>ある</rt></ruby>いた。,"<ol><li><strong>重い</strong>（おもい）：い形容词，表示""重的""。修饰后面的名词""荷物""。</li><li><strong>荷物</strong>（にもつ）：名词，表示""行李、包裹""等携带的物品。</li><li><strong>を</strong>：格助词，标示动作的直接宾语，这里表示""荷物""是""持つ""的对象。</li><li><strong>持って</strong>：动词""持つ""（もつ，拿着、持有）的て形，表示持续状态或并列动作。</li><li><strong>駅</strong>（えき）：名词，表示""车站""。</li><li><strong>まで</strong>：格助词，表示动作的终点，相当于中文的""到""。</li><li><strong>歩いた</strong>（あるいた）：动词""歩く""（あるく，走路）的过去式，表示已经完成的动作。</li><li>句子结构：""荷物を持って""表示携带行李的状态，""駅まで歩いた""表示走到车站这个动作，整句描述了一个携带重行李走到车站的完整行为。</li></ol>",[sound:jlpt_vocabulary_in_sentence_荷物.mp3]
ニュース,新闻,毎朝ニュースを見ています。,每天早上都在看新闻。,<ruby>毎朝<rt>まいあさ</rt></ruby>ニュースを<ruby>見<rt>み</rt></ruby>ています。,<ol><li>毎朝（まいあさ）：「毎」表示每个，「朝」表示早晨，合起来意思是每天早上</li><li>ニュース：来自英语news的外来语，表示新闻、消息</li><li>を：宾格助词，表示动作的对象</li><li>見ています：「見る」（みる）的现在进行时形式，表示正在进行或持续的状态。「見て」是て形，加上「います」构成现在进行时</li><li>语法要点：「動詞のて形＋います」表示动作的持续状态或习惯性行为，这里表示看新闻是一个习惯性的行为</li></ol>,[sound:jlpt_vocabulary_in_sentence_ニュース.mp3]
庭,庭院,美しい庭で花を見ています。,在美丽的庭院里看花。,<ruby>美<rt>うつく</rt></ruby>しい<ruby>庭<rt>にわ</rt></ruby>で<ruby>花<rt>はな</rt></ruby>を<ruby>見<rt>み</rt></ruby>ています。,"<ol><li><strong>美しい</strong>（うつくしい）：い形容词，意思是""美丽的""，修饰名词""庭""</li><li><strong>庭</strong>（にわ）：名词，指庭院、花园</li><li><strong>で</strong>：格助词，表示动作发生的场所，相当于中文的""在...""</li><li><strong>花</strong>（はな）：名词，花朵</li><li><strong>を</strong>：格助词，表示动作的对象</li><li><strong>見ています</strong>（みています）：动词""見る""的现在进行时形式，表示""正在看""的状态</li><li>句子结构为""场所+で+对象+を+动词""的基本句型，表示在某地进行某种动作</li></ol>",[sound:jlpt_vocabulary_in_sentence_庭.mp3]
脱ぐ,脱掉,靴を脱いでください。,请脱掉鞋子。,<ruby>靴<rt>くつ</rt></ruby>を<ruby>脱い<rt>ぬい</rt></ruby>でください。,<ol><li>「靴」(くつ) - 名词，意思是鞋子。在日本文化中，进入室内前脱鞋是基本礼仪。</li><li>「を」- 格助词，标示直接宾语，表示动作的对象。</li><li>「脱ぐ」(ぬぐ) - 五段动词，意思是脱掉、脱下。这里使用了て形「脱いで」，用于连接敬语表现。</li><li>「ください」- 敬语表现，用于礼貌地请求对方做某事。与动词て形结合使用，相当于中文的「请...」。</li><li>整个句子是标准的敬语请求句型「动词て形＋ください」，常用于服务场所或正式场合。</li></ol>,[sound:jlpt_vocabulary_in_sentence_脱ぐ.mp3]
